Country,ISO,Sex,Year of birth,Mean height (cm),Mean height lower 95% uncertainty interval (cm),Mean height upper 95% uncertainty interval (cm),Mean height (inches),Mean height lower 95% uncertainty interval (inches),Mean height upper 95% uncertainty interval (inches),Olympic Year
Tuvalu,TUV,Men,1965,169.8291207,167.290357,172.3565722,66.8618585433071,65.86234527559056,67.85691818897637,1984
Uganda,UGA,Men,1965,169.4963974,168.53340780000002,170.4704686,66.73086511811024,66.35173535433071,67.11435771653544,1984
Ukraine,UKR,Men,1965,176.9163909,171.95785869999997,181.994339,69.6521224015748,67.69994437007873,71.65131456692913,1984
United Arab Emirates,ARE,Men,1965,170.4371529,165.57432839999998,175.2743585,67.1012412992126,65.18674346456692,69.00565295275591,1984
United Kingdom,GBR,Men,1965,176.6648876,176.3462379,176.9771498,69.5531053543307,69.42765271653543,69.67604322834646,1984
United States of America,USA,Men,1965,177.3427059,176.8747177,177.81503569999998,69.8199629527559,69.63571562992125,70.00591956692912,1984
Uruguay,URY,Men,1965,172.6833552,171.2527756,174.0551614,67.98557291338582,67.42235259842519,68.52565409448819,1984
Uzbekistan,UZB,Men,1965,170.71780859999998,169.5456814,171.8729604,67.21173566929133,66.75026826771654,67.66651984251969,1984
Vanuatu,VUT,Men,1965,168.49880990000003,167.15528030000002,169.8968471,66.33811413385828,65.80916547244095,66.88852248031496,1984
Venezuela,VEN,Men,1965,169.8223811,168.345908,171.2394572,66.85920515748032,66.27791653543308,67.41710913385826,1984
Viet Nam,VNM,Men,1965,163.2099915,162.6276844,163.8208228,64.25590216535433,64.0266474015748,64.49638692913386,1984
Yemen,YEM,Men,1965,164.60033280000002,162.99572080000002,166.2434886,64.80328062992126,64.17154362204725,65.45019236220473,1984
Zambia,ZMB,Men,1965,169.57400619999999,167.03658259999997,172.191199,66.76141976377951,65.76243409448817,67.79181062992126,1984
Zimbabwe,ZWE,Men,1965,171.2788247,169.86210060000002,172.6673519,67.4326081496063,66.87484275590552,67.9792724015748,1984
Afghanistan,AFG,Men,1969,165.1135003,160.01789519999997,170.3084241,65.00531507874015,62.99917133858266,67.05056066929134,1988
Albania,ALB,Men,1969,173.78257539999998,172.2342947,175.33354740000001,68.41833677165354,67.80877744094488,69.02895566929135,1988
Algeria,DZA,Men,1969,172.27266369999998,170.9702691,173.5158829,67.82388334645668,67.31112956692913,68.31333972440945,1988
American Samoa,ASM,Men,1969,175.2275341,174.19480890000003,176.2739555,68.9872181496063,68.58063342519687,69.39919507874015,1988
Andorra,AND,Men,1969,174.24872380000002,169.28560269999997,179.14664040000002,68.60185976377953,66.64787507874014,70.53017338582679,1988
Angola,AGO,Men,1969,170.0035064,164.77847169999998,175.18369009999998,66.93051433070866,64.8734140551181,68.96995673228345,1988
Antigua and Barbuda,ATG,Men,1969,172.1115064,167.20225569999997,177.0555847,67.76043559055118,65.82765972440943,69.70692311023622,1988
Argentina,ARG,Men,1969,172.7867664,171.1863794,174.3384524,68.02628598425197,67.39621236220472,68.63718598425197,1988
Armenia,ARM,Men,1969,172.0794869,170.4980864,173.6591254,67.74782948818898,67.12523086614173,68.36973440944881,1988
Australia,AUS,Men,1969,177.956658,177.4406998,178.4684649,70.06167637795275,69.85854322834646,70.2631751574803,1988
Austria,AUT,Men,1969,177.6963515,176.2149207,179.1843855,69.959193503937,69.37595303149605,70.54503366141732,1988
Azerbaijan,AZE,Men,1969,172.0228624,170.7413626,173.2710829,67.72553637795276,67.2210088976378,68.21696177165354,1988
Bahamas,BHS,Men,1969,172.14009430000002,167.30468380000002,177.0403585,67.77169066929135,65.8679857480315,69.70092854330709,1988
Bahrain,BHR,Men,1969,168.38241409999998,166.7339267,170.07020459999998,66.29228901574803,65.64327822834646,66.95677346456692,1988
Bangladesh,BGD,Men,1969,163.9962308,163.0533586,164.9172933,64.56544519685039,64.19423566929133,64.92806822834646,1988
Barbados,BRB,Men,1969,175.4042248,173.8082329,177.0339689,69.05678141732284,68.42843814960631,69.6984129527559,1988
Belarus,BLR,Men,1969,177.3471281,172.2491618,182.44823440000002,69.82170397637795,67.81463062992125,71.83001354330709,1988
Belgium,BEL,Men,1969,178.2937896,177.60234630000002,178.9843481,70.19440535433071,69.92218358267718,70.46627877952756,1988
Belize,BLZ,Men,1969,168.4543734,166.52755969999998,170.3934929,66.3206194488189,65.56203137795275,67.08405232283465,1988
Benin,BEN,Men,1969,170.8608764,169.5265,172.24278969999997,67.26806157480314,66.74271653543308,67.81212192913385,1988
Bermuda,BMU,Men,1969,172.1013092,167.3540924,176.9959911,67.7564209448819,65.8874379527559,69.68346106299212,1988
Bhutan,BTN,Men,1969,163.68898810000002,162.27328899999998,165.1149154,64.44448350393701,63.887121653543296,65.00587220472441,1988
Bolivia,BOL,Men,1969,165.91668169999997,163.0346117,168.8765087,65.32152822834644,64.186855,66.48681444881889,1988
Bosnia and Herzegovina,BIH,Men,1969,180.3666761,178.8346211,181.9196133,71.01050240157481,70.40733114173229,71.62189500000001,1988
Botswana,BWA,Men,1969,172.7924135,171.601753,173.96244240000001,68.0285092519685,67.55974527559056,68.48915055118111,1988
Brazil,BRA,Men,1969,170.7140663,170.06784119999998,171.35889269999998,67.21026232283465,66.95584299212598,67.46413098425197,1988
Brunei Darussalam,BRN,Men,1969,163.65966609999998,158.815598,168.4646062,64.4329394094488,62.525825984251966,66.32464811023621,1988
Bulgaria,BGR,Men,1969,177.40894219999998,172.5230081,182.29690480000002,69.84604023622046,67.92244413385826,71.77043496062993,1988
Burkina Faso,BFA,Men,1969,171.3260635,169.7689365,172.86603169999998,67.4512061023622,66.83816397637796,68.05749279527558,1988
Burundi,BDI,Men,1969,168.7477554,163.9874116,173.67195680000003,66.43612417322834,64.56197307086615,68.3747861417323,1988
Cabo Verde,CPV,Men,1969,173.8213118,172.2348504,175.4083424,68.43358732283464,67.80899622047244,69.05840251968505,1988
Cambodia,KHM,Men,1969,162.4374176,160.9375114,163.9374469,63.951739212598426,63.361224960629926,64.54230192913386,1988
Cameroon,CMR,Men,1969,171.4515225,170.06348640000002,172.8572435,67.50059940944882,66.95412850393701,68.05403287401575,1988
Canada,CAN,Men,1969,176.4368638,175.6194836,177.2625812,69.46333220472441,69.14152897637796,69.78841779527559,1988
Central African Republic,CAF,Men,1969,169.37812019999998,166.77020090000002,171.9459446,66.68429929133858,65.65755940944882,67.69525377952755,1988
Chad,TCD,Men,1969,173.0218456,170.5245769,175.5987275,68.1188368503937,67.1356601968504,69.13335728346456,1988
Chile,CHL,Men,1969,169.9818666,169.068774,170.9132893,66.92199472440944,66.56250944881889,67.28869657480315,1988
China,CHN,Men,1969,168.6977909,168.3415995,169.0710776,66.41645311023622,66.27622027559055,66.56341637795275,1988
China (Hong Kong SAR),HKG,Men,1969,169.54924509999998,167.99522969999998,171.1123944,66.75167129921259,66.13985421259842,67.36708440944882,1988
Colombia,COL,Men,1969,168.1998753,167.3688705,169.0277156,66.2204233464567,65.89325610236222,66.54634472440945,1988
Comoros,COM,Men,1969,166.6331741,165.13792790000002,168.169731,65.60361185039369,65.0149322440945,66.20855551181103,1988
Congo,COG,Men,1969,170.5025905,168.8248915,172.2085545,67.12700413385826,66.46649271653544,67.798643503937,1988
Cook Islands,COK,Men,1969,175.13386719999997,173.5458646,176.7219579,68.95034141732282,68.32514354330708,69.57557397637795,1988
Costa Rica,CRI,Men,1969,168.8416898,167.4426676,170.20189,66.47310622047245,65.92231007874015,67.00861811023621,1988
Cote d'Ivoire,CIV,Men,1969,170.0721141,168.956758,171.1985857,66.95752523622046,66.51840866141733,67.40101799212599,1988
Croatia,HRV,Men,1969,178.6034191,177.3889815,179.8531356,70.31630673228346,69.83818169291338,70.8083211023622,1988
Cuba,CUB,Men,1969,170.95790669999997,169.67587319999998,172.258529,67.30626248031494,66.80152488188976,67.81831850393701,1988
Cyprus,CYP,Men,1969,173.4636581,170.1222831,176.7570106,68.29277877952757,66.97727681102363,69.58937425196851,1988
Czech Republic,CZE,Men,1969,179.2210186,178.4779936,179.9833768,70.55945614173228,70.26692661417323,70.85959716535433,1988
Denmark,DNK,Men,1969,180.24707800000002,179.6954738,180.7942724,70.96341653543308,70.74624952755906,71.17884740157481,1988
Djibouti,DJI,Men,1969,168.6994311,163.8418245,173.53276540000002,66.41709885826772,64.50465531496063,68.31998637795276,1988
Dominica,DMA,Men,1969,174.92148740000002,173.1861161,176.60048840000002,68.86672732283465,68.18351027559055,69.52775133858269,1988
Dominican Republic,DOM,Men,1969,170.6074281,169.121703,172.1538086,67.16827877952755,66.58334763779527,67.77709,1988
DR Congo,COD,Men,1969,169.7772051,167.176495,172.42263180000003,66.84141933070866,65.81751771653543,67.88292590551183,1988
Ecuador,ECU,Men,1969,165.4802595,164.085803,166.84401100000002,65.14970846456693,64.60070984251968,65.68661850393701,1988
Egypt,EGY,Men,1969,170.51223069999998,169.7302346,171.25579409999997,67.13079948818897,66.82292700787401,67.42354098425196,1988
El Salvador,SLV,Men,1969,168.4382784,165.8131621,171.107302,66.31428283464567,65.28077248031497,67.36507952755906,1988
Equatorial Guinea,GNQ,Men,1969,170.03283019999998,164.973711,175.3646647,66.94205913385825,64.95027992125985,69.04120657480314,1988
Eritrea,ERI,Men,1969,169.6697217,168.5324795,170.8251638,66.79910303149606,66.35136988188977,67.254001496063,1988
Estonia,EST,Men,1969,180.4478997,179.8790292,181.0021739,71.04248019685039,70.81851543307086,71.26069838582677,1988
Ethiopia,ETH,Men,1969,168.8283658,167.45597080000002,170.18433019999998,66.4678605511811,65.92754755905513,67.0017048031496,1988
Fiji,FJI,Men,1969,174.65719430000001,173.71053769999997,175.5741489,68.76267492125984,68.38997547244094,69.12368066929135,1988
Finland,FIN,Men,1969,179.24707859999998,178.8480145,179.6384544,70.56971598425196,70.41260413385827,70.72380094488189,1988
France,FRA,Men,1969,177.0010275,176.1309249,177.8938321,69.6854438976378,69.34288381889763,70.03694177165355,1988
French Polynesia,PYF,Men,1969,175.71958,174.18897919999998,177.2320434,69.18093700787402,68.57833826771653,69.77639503937009,1988
Gabon,GAB,Men,1969,170.82172880000002,168.21864019999998,173.5033584,67.25264913385827,66.2278111023622,68.30840881889763,1988
Gambia,GMB,Men,1969,168.2205306,166.5292719,169.9381156,66.22855535433071,65.56270547244094,66.90476992125984,1988
Georgia,GEO,Men,1969,174.93561259999998,173.369295,176.49314119999997,68.87228842519684,68.2556279527559,69.4854886614173,1988
Germany,DEU,Men,1969,178.7833267,178.23986430000002,179.30751669999998,70.387136496063,70.17317492125986,70.59351051181102,1988
Ghana,GHA,Men,1969,170.2252015,169.19528490000002,171.2258716,67.01779586614173,66.61231688976379,67.41176047244095,1988
Greece,GRC,Men,1969,176.16632280000002,174.92887230000002,177.4277802,69.35682,68.86963476377953,69.85345677165354,1988
Greenland,GRL,Men,1969,171.8221271,170.2810819,173.38950559999998,67.64650673228346,67.03979602362205,68.26358488188976,1988
Grenada,GRD,Men,1969,175.582746,173.8478574,177.3128642,69.1270653543307,68.4440383464567,69.80821425196851,1988
Guatemala,GTM,Men,1969,163.6443829,161.6384865,165.6265267,64.4269224015748,63.63719940944882,65.20729397637795,1988
Guinea,GIN,Men,1969,170.7993617,168.4773586,173.23873669999998,67.24384318897637,66.32966874015749,68.20422704724409,1988
Guinea Bissau,GNB,Men,1969,170.634146,165.9097229,175.3315966,67.17879763779527,65.31878854330708,69.02818763779528,1988
Guyana,GUY,Men,1969,169.8423842,168.2044112,171.454945,66.86708039370079,66.22220913385827,67.50194685039371,1988
Haiti,HTI,Men,1969,172.030085,167.2220386,176.8392666,67.72837992125984,65.83544826771653,69.621758503937,1988
Honduras,HND,Men,1969,167.2318815,164.6085517,169.8508611,65.83932342519684,64.80651641732283,66.8704177559055,1988
Hungary,HUN,Men,1969,176.4422626,175.3034633,177.5850754,69.46545771653543,69.01711153543307,69.91538401574803,1988
Iceland,ISL,Men,1969,181.3122118,179.879067,182.71604169999998,71.38276055118111,70.81853031496063,71.93544948818897,1988
India,IND,Men,1969,164.6722833,164.196392,165.1418326,64.8316075984252,64.64424881889764,65.01646952755905,1988
Indonesia,IDN,Men,1969,162.55443469999997,161.80406499999998,163.2751039,63.99780893700786,63.702387795275584,64.28153696850394,1988
Iran,IRN,Men,1969,171.4037755,170.9433654,171.884008,67.48180137795275,67.30053755905512,67.67086929133858,1988
Iraq,IRQ,Men,1969,170.7963605,165.8909006,175.53051159999998,67.24266161417323,65.31137818897638,69.10650062992126,1988
Ireland,IRL,Men,1969,177.02122450000002,176.1555121,177.9116013,69.69339547244095,69.35256381889764,70.04393751968504,1988
Israel,ISR,Men,1969,175.0659092,174.1376749,176.00849169999998,68.9235862992126,68.55813972440946,69.29468177165353,1988
Italy,ITA,Men,1969,175.4307201,174.8960184,175.9571553,69.06721263779528,68.85670015748032,69.27447059055119,1988
Jamaica,JAM,Men,1969,174.31007250000002,173.1751607,175.44504919999997,68.6260127952756,68.17919712598425,69.07285401574802,1988
Japan,JPN,Men,1969,171.1010417,170.8320385,171.3784911,67.36261484251968,67.25670807086614,67.47184688976378,1988
Jordan,JOR,Men,1969,171.6145469,170.5726221,172.6459925,67.56478224409449,67.15457562992125,67.97086318897638,1988
Kazakhstan,KAZ,Men,1969,171.46455269999998,166.4966179,176.3247131,67.50572940944882,65.54984956692913,69.41917838582677,1988
Kenya,KEN,Men,1969,172.1688517,169.2868223,175.0688439,67.78301248031497,66.64835523622048,68.92474169291339,1988
Kiribati,KIR,Men,1969,169.8958014,168.6284567,171.17980740000002,66.88811078740157,66.38915618110235,67.39362496062992,1988
Kuwait,KWT,Men,1969,171.9714862,171.1343595,172.8111823,67.70530952755905,67.37573208661416,68.03589854330708,1988
Kyrgyzstan,KGZ,Men,1969,170.46783330000002,168.8803532,172.10904299999999,67.1133201968504,66.48832803149607,67.75946574803149,1988
Lao PDR,LAO,Men,1969,160.3063369,158.88947919999998,161.7427304,63.11273106299212,62.554913070866135,63.678240314960625,1988
Latvia,LVA,Men,1969,179.3641869,177.81900480000002,180.9377082,70.61582161417323,70.00748220472441,71.23531818897638,1988
Lebanon,LBN,Men,1969,173.96607590000002,172.387637,175.50978769999998,68.49058106299213,67.86914842519685,69.09834161417322,1988
Lesotho,LSO,Men,1969,168.0116361,166.84953480000001,169.18994009999997,66.14631342519685,65.68879322834646,66.61021263779526,1988
Liberia,LBR,Men,1969,165.7589175,164.5150439,167.0090352,65.25941633858267,64.76970232283465,65.75158866141732,1988
Libya,LBY,Men,1969,173.3976264,171.85916519999998,174.9346739,68.26678204724409,67.66108866141731,68.87191885826772,1988
Lithuania,LTU,Men,1969,178.358992,177.4423612,179.2688132,70.22007559055118,69.85919732283465,70.57827291338583,1988
Luxembourg,LUX,Men,1969,177.6693851,176.053087,179.31670400000002,69.94857681102363,69.31223897637796,70.59712755905512,1988
Macedonia (TFYR),MKD,Men,1969,177.4841925,172.48317519999998,182.3544165,69.87566633858268,67.90676188976377,71.79307736220473,1988
Madagascar,MDG,Men,1969,165.3365346,162.79364950000001,167.8837015,65.09312385826772,64.091987992126,66.09594547244095,1988
Malawi,MWI,Men,1969,165.46534630000002,163.9547425,166.94760449999998,65.14383712598426,64.54911122047244,65.72740334645668,1988
Malaysia,MYS,Men,1969,166.5692898,165.93927019999998,167.1992515,65.57846055118111,65.33042133858267,65.82647696850394,1988
Maldives,MDV,Men,1969,163.8838486,162.3116696,165.4188682,64.52120023622047,63.90223212598425,65.12553866141732,1988
Mali,MLI,Men,1969,173.21949650000002,170.6708358,175.824454,68.19665216535434,67.19324244094487,69.22222598425196,1988
Malta,MLT,Men,1969,170.9468238,168.6392582,173.19722130000002,67.30189913385827,66.39340874015748,68.18788240157481,1988
Marshall Islands,MHL,Men,1969,165.858128,164.2339708,167.4579884,65.29847559055118,64.65904362204725,65.92834188976379,1988
Mauritania,MRT,Men,1969,168.9645021,166.4023176,171.6059059,66.52145751968504,65.51272346456693,67.56138027559055,1988
Mauritius,MUS,Men,1969,169.57117030000003,168.706674,170.4401415,66.76030326771655,66.41995039370079,67.10241791338584,1988
Mexico,MEX,Men,1969,166.9961817,166.4337459,167.5753852,65.74652822834645,65.52509681102362,65.9745611023622,1988
Micronesia (Federated States of),FSM,Men,1969,169.32121769999998,168.064399,170.5903555,66.66189673228345,66.16708622047244,67.16155728346456,1988
Moldova,MDA,Men,1969,174.02964509999998,172.46710119999997,175.6393321,68.51560830708661,67.90043354330707,69.14934334645669,1988
Mongolia,MNG,Men,1969,168.06938159999999,167.1609041,169.00533090000002,66.16904787401575,65.81137956692913,66.5375318503937,1988
Montenegro,MNE,Men,1969,177.4444348,172.5003074,182.3357214,69.8600137007874,67.9135068503937,71.78571708661417,1988
Morocco,MAR,Men,1969,170.7482126,166.0545502,175.4412817,67.22370574803149,65.37580716535433,69.0713707480315,1988
Mozambique,MOZ,Men,1969,166.6422761,165.0583186,168.22333730000003,65.60719531496063,64.98359,66.22966035433072,1988
Myanmar,MMR,Men,1969,164.1523196,162.9611112,165.34916850000002,64.62689748031497,64.1579177952756,65.09809783464567,1988
Namibia,NAM,Men,1969,170.50977959999997,169.1093311,171.9627315,67.12983448818896,66.57847681102362,67.70186279527559,1988
Nauru,NRU,Men,1969,168.73363769999997,167.9205426,169.5463185,66.43056602362203,66.11044984251969,66.7505190944882,1988
Nepal,NPL,Men,1969,162.1994443,161.1171397,163.3031995,63.85804893700788,63.431944763779526,64.29259822834646,1988
Netherlands,NLD,Men,1969,182.1099604,181.29109630000002,182.9376135,71.69683480314961,71.37444736220473,72.02268248031496,1988
New Zealand,NZL,Men,1969,177.30680980000002,176.7177313,177.90624519999997,69.80583062992127,69.57390996062992,70.04182881889763,1988
Nicaragua,NIC,Men,1969,166.8860168,164.271899,169.49124650000002,65.70315622047244,64.67397598425197,66.72883720472441,1988
Niger,NER,Men,1969,171.6788757,170.0616611,173.2635433,67.59010854330708,66.95340988188977,68.21399342519685,1988
Nigeria,NGA,Men,1969,168.47145559999998,167.2510197,169.66575759999998,66.32734472440944,65.8468581496063,66.79754236220471,1988
Niue,NIU,Men,1969,174.853625,173.21420580000003,176.4510197,68.84000984251968,68.19456921259844,69.46890539370078,1988
North Korea,PRK,Men,1969,168.86641799999998,163.56771730000003,174.2348284,66.48284173228346,64.3967390944882,68.59638913385827,1988
Norway,NOR,Men,1969,179.7929885,179.25137880000003,180.3463145,70.78464114173228,70.57140897637797,71.00248602362205,1988
Occupied Palestinian Territory,PSE,Men,1969,172.3528368,171.3319226,173.3857651,67.85544755905512,67.45351283464568,68.26211224409448,1988
Oman,OMN,Men,1969,168.22647450000002,166.60626100000002,169.7675604,66.23089547244095,65.59301614173229,66.83762220472441,1988
Pakistan,PAK,Men,1969,167.5450868,166.4532607,168.6013496,65.9626325984252,65.5327798031496,66.37848409448819,1988
Palau,PLW,Men,1969,168.41791930000002,166.8254604,170.0056715,66.3062674409449,65.67931511811024,66.93136673228346,1988
Panama,PAN,Men,1969,168.1812606,165.7792611,170.588892,66.21309472440944,65.26742562992126,67.1609811023622,1988
Papua New Guinea,PNG,Men,1969,164.34414750000002,162.8851885,165.81569069999998,64.70242027559055,64.12802696850393,65.28176799212598,1988
Paraguay,PRY,Men,1969,171.2473079,165.9709019,176.29945419999999,67.42019996062993,65.34287476377953,69.40923393700787,1988
Peru,PER,Men,1969,164.65716369999998,163.7267865,165.5822237,64.825655,64.45936476377953,65.1898518503937,1988
Philippines,PHL,Men,1969,162.40649219999997,160.8666388,163.9474102,63.939563858267704,63.333322362204726,64.54622448818898,1988
Poland,POL,Men,1969,176.1524141,175.5806795,176.7240621,69.35134413385826,69.12625177165354,69.5764024015748,1988
Portugal,PRT,Men,1969,171.1678573,170.75823400000002,171.5766809,67.38892019685039,67.22765118110237,67.54987437007874,1988
Puerto Rico,PRI,Men,1969,171.65738290000002,169.29752209999998,174.0131689,67.58164681102363,66.65256775590551,68.50912161417322,1988
Qatar,QAT,Men,1969,170.7820457,169.64047630000002,171.9307091,67.23702586614174,66.7875890944882,67.6892555511811,1988
Romania,ROU,Men,1969,174.9078467,172.7348244,177.0487646,68.86135696850393,68.00583637795276,69.70423803149606,1988
Russian Federation,RUS,Men,1969,176.1515777,175.70415419999998,176.5995718,69.35101484251967,69.17486385826771,69.52739047244094,1988
Rwanda,RWA,Men,1969,166.99975700000002,165.8946336,168.1393115,65.74793582677167,65.31284787401574,66.19657933070866,1988
Saint Kitts and Nevis,KNA,Men,1969,170.2532534,167.7501016,172.79540680000002,67.02883992125984,66.04334708661418,68.02968771653543,1988
Saint Lucia,LCA,Men,1969,172.3514591,170.6894353,174.058775,67.85490515748032,67.20056507874015,68.52707677165354,1988
Saint Vincent and the Grenadines,VCT,Men,1969,172.15445659999997,167.2246718,176.9130046,67.77734511811022,65.83648496062992,69.65078921259843,1988
Samoa,WSM,Men,1969,172.9977979,172.24924719999999,173.749382,68.1093692519685,67.8146642519685,68.40526850393701,1988
Sao Tome and Principe,STP,Men,1969,170.7451273,169.542982,171.9155,67.22249106299213,66.74920551181103,67.68326771653544,1988
Saudi Arabia,SAU,Men,1969,168.37392409999998,167.5884696,169.1691295,66.28894649606299,65.97971244094488,66.60201948818897,1988
Senegal,SEN,Men,1969,175.25134440000002,173.6994093,176.81371930000003,68.99659228346458,68.38559421259843,69.61170051181104,1988
Serbia,SRB,Men,1969,179.7553864,178.9680771,180.51802949999998,70.76983716535433,70.45987287401574,71.0700903543307,1988
Seychelles,SYC,Men,1969,173.9494632,173.1037044,174.8506199,68.48404062992125,68.15106472440945,68.83882673228347,1988
Sierra Leone,SLE,Men,1969,167.6902601,166.5160416,168.8043359,66.01978744094488,65.55749669291339,66.45839996062992,1988
Singapore,SGP,Men,1969,171.0998771,170.2951668,171.9040608,67.36215633858266,67.04534125984252,67.67876409448819,1988
Slovakia,SVK,Men,1969,178.69336330000002,177.92472,179.4670011,70.35171783464567,70.04910236220472,70.65629964566929,1988
Slovenia,SVN,Men,1969,178.3563679,175.5633573,181.16817460000001,70.21904248031497,69.11943200787401,71.326052992126,1988
Solomon Islands,SLB,Men,1969,167.4249044,165.764491,169.04448359999998,65.91531669291338,65.26161062992125,66.55294629921259,1988
Somalia,SOM,Men,1969,168.6901186,163.81808940000002,173.6759829,66.41343251968505,64.49531078740158,68.37637122047245,1988
South Africa,ZAF,Men,1969,169.40088659999998,168.7626612,170.058672,66.69326244094488,66.44199259842519,66.95223307086614,1988
South Korea,KOR,Men,1969,172.07297169999998,171.6074392,172.53535459999998,67.74526444881889,67.56198393700787,67.92730496062991,1988
Spain,ESP,Men,1969,174.12095390000002,173.4369036,174.78957480000003,68.55155665354332,68.28224551181103,68.81479322834646,1988
Sri Lanka,LKA,Men,1969,164.3240748,162.8081197,165.8734235,64.69451763779527,64.09768492125984,65.30449744094489,1988
Sudan,SDN,Men,1969,168.7122671,163.7617118,173.5432659,66.42215240157479,64.47311488188976,68.32412043307086,1988
Suriname,SUR,Men,1969,172.1308947,167.3025675,177.0210484,67.76806877952755,65.86715255905511,69.69332614173229,1988
Swaziland,SWZ,Men,1969,170.3290714,169.0938315,171.5257561,67.05868952755905,66.5723746062992,67.52982523622047,1988
Sweden,SWE,Men,1969,179.91477890000002,179.5965114,180.2370311,70.83259011811025,70.7072879527559,70.95946106299212,1988
Switzerland,CHE,Men,1969,176.7871826,176.04138600000002,177.51729319999998,69.60125299212598,69.30763228346457,69.88869811023622,1988
Syrian Arab Republic,SYR,Men,1969,170.79914019999998,166.083737,175.5904614,67.24375598425196,65.38729803149607,69.13010291338583,1988
Taiwan,TWN,Men,1969,170.01361119999999,169.22700869999997,170.78846380000002,66.9344925984252,66.62480657480313,67.23955267716536,1988
Tajikistan,TJK,Men,1969,171.54612350000002,166.5329936,176.4873691,67.5378438976378,65.56417070866142,69.48321618110236,1988
Tanzania,TZA,Men,1969,167.6158631,166.45342680000002,168.79746550000002,65.99049728346458,65.5328451968504,66.45569507874016,1988
Thailand,THA,Men,1969,165.5238996,164.8290149,166.1802482,65.16688960629921,64.8933129527559,65.42529456692913,1988
Timor-Leste,TLS,Men,1969,161.188937,159.7521403,162.6679016,63.46021141732284,62.89454342519685,64.04248094488189,1988
Togo,TGO,Men,1969,170.3157909,168.7999258,171.87257639999999,67.05346098425197,66.4566637007874,67.66636866141732,1988
Tokelau,TKL,Men,1969,174.2205161,172.6423363,175.78653219999998,68.59075437007874,67.96942374015748,69.20729614173227,1988
Tonga,TON,Men,1969,177.4775739,176.4052491,178.55690819999998,69.87306059055119,69.45088547244094,70.2979953543307,1988
Trinidad and Tobago,TTO,Men,1969,173.5777221,171.8222603,175.36646409999997,68.33768586614173,67.64655917322835,69.04191499999999,1988
Tunisia,TUN,Men,1969,172.18874309999998,171.2624855,173.0683698,67.79084374015747,67.42617539370079,68.13715346456692,1988
Turkey,TUR,Men,1969,172.2595436,171.7265024,172.8108583,67.8187179527559,67.60885921259842,68.03577098425197,1988
Turkmenistan,TKM,Men,1969,172.213675,170.64434640000002,173.741072,67.80065944881889,67.18281354330709,68.4019968503937,1988
Tuvalu,TUV,Men,1969,170.0098256,167.36425730000002,172.6183666,66.9330022047244,65.89143988188977,67.9599868503937,1988
Uganda,UGA,Men,1969,169.29704809999998,168.342582,170.25576840000002,66.65238114173228,66.27660708661416,67.02983007874016,1988
Ukraine,UKR,Men,1969,177.3599905,172.437523,182.418791,69.82676791338582,67.88878858267717,71.81842165354331,1988
United Arab Emirates,ARE,Men,1969,170.79879230000003,165.9339302,175.5879271,67.24361901574804,65.32831897637794,69.12910515748031,1988
United Kingdom,GBR,Men,1969,176.9697486,176.6566427,177.27627809999998,69.67312937007874,69.54985933070866,69.79381027559054,1988
United States of America,USA,Men,1969,177.38005149999998,176.9045521,177.86056269999997,69.83466594488188,69.64746145669291,70.02384358267716,1988
Uruguay,URY,Men,1969,172.8742521,171.4351337,174.2864633,68.06072917322835,67.49414712598426,68.61671783464567,1988
Uzbekistan,UZB,Men,1969,170.7637209,169.6450685,171.89113569999998,67.22981137795276,66.7893970472441,67.67367547244093,1988
Vanuatu,VUT,Men,1969,168.6834235,167.3568995,170.0618497,66.4107966535433,65.88854311023621,66.95348413385827,1988
Venezuela,VEN,Men,1969,170.2039583,168.7403419,171.6327334,67.00943240157481,66.43320547244095,67.57194228346457,1988
Viet Nam,VNM,Men,1969,163.13814340000002,162.55131519999998,163.74653030000002,64.22761551181102,63.99658078740156,64.46713791338583,1988
Yemen,YEM,Men,1969,164.4980757,162.91092340000003,166.12448830000002,64.76302192913386,64.13815881889765,65.40334185039372,1988
Zambia,ZMB,Men,1969,169.501251,167.00182880000003,172.0758503,66.73277598425197,65.74875149606301,67.74639775590552,1988
Zimbabwe,ZWE,Men,1969,171.35630700000002,169.9227426,172.75108490000002,67.46311299212599,66.89871755905511,68.0122381496063,1988
Afghanistan,AFG,Men,1973,165.23382890000002,160.03590590000002,170.39596830000002,65.0526885433071,63.006262165354336,67.08502688976378,1992
Albania,ALB,Men,1973,174.0117739,172.4876635,175.5074572,68.50857240157481,67.90852893700787,69.09742409448819,1992
Algeria,DZA,Men,1973,172.3411875,170.9921698,173.6504424,67.85086122047244,67.31975188976378,68.36631590551181,1992
American Samoa,ASM,Men,1973,175.5653151,174.403196,176.74614169999998,69.12020279527559,68.66267559055119,69.58509515748031,1992
Andorra,AND,Men,1973,174.8034882,169.881283,179.7499602,68.82027094488188,66.88239488188977,70.76770086614174,1992
Angola,AGO,Men,1973,170.0002259,164.7436646,175.2647701,66.92922279527559,64.85971047244094,69.00187799212598,1992
Antigua and Barbuda,ATG,Men,1973,172.3025046,167.3501104,177.2420399,67.83563173228346,65.88587023622047,69.78033066929135,1992
Argentina,ARG,Men,1973,173.1609416,171.52775280000003,174.755529,68.1735990551181,67.53061133858269,68.80138937007874,1992
