Country,ISO,Sex,Year of birth,Mean height (cm),Mean height lower 95% uncertainty interval (cm),Mean height upper 95% uncertainty interval (cm),Olympic Year,Mean height (inches),Mean height lower 95% uncertainty interval (inches),Mean height upper 95% uncertainty interval (inches)
Greenland,GRL,Men,1968,171.6313753,170.08741,173.1870846,1988,67.5714075984252,66.96354724409449,68.18389157480314
Grenada,GRD,Men,1968,175.5022669,173.7762326,177.2455013,1988,69.09538066929133,68.4158396062992,69.78169342519685
Guatemala,GTM,Men,1968,163.62422980000002,161.5995027,165.60182980000002,1988,64.41898811023623,63.62185145669291,65.19757078740159
Guinea,GIN,Men,1968,170.8109327,168.4870686,173.2386821,1988,67.2483987007874,66.33349157480315,68.2042055511811
Guinea Bissau,GNB,Men,1968,170.6246321,165.8931985,175.35557659999998,1988,67.17505200787402,65.31228287401575,69.03762858267716
Guyana,GUY,Men,1968,169.8121639,168.16262319999998,171.4247672,1988,66.85518263779528,66.20575716535433,67.49006582677166
Haiti,HTI,Men,1968,171.9796436,167.16356059999998,176.7981836,1988,67.7085211023622,65.81242543307086,69.60558409448818
Honduras,HND,Men,1968,167.2409395,164.62989919999998,169.8520851,1988,65.84288956692913,64.81492094488188,66.8708996456693
Hungary,HUN,Men,1968,176.33982869999997,175.2533752,177.42588940000002,1988,69.4251294094488,68.99739181102362,69.85271236220473
Iceland,ISL,Men,1968,181.2930041,179.8906479,182.6660314,1988,71.37519846456692,70.82308972440946,71.9157603937008
India,IND,Men,1968,164.6181668,164.1442038,165.08407350000002,1988,64.81030188976378,64.62370228346457,64.99372972440945
Indonesia,IDN,Men,1968,162.5194156,161.7720062,163.2464282,1988,63.98402188976378,63.689766220472436,64.27024732283465
Iran,IRN,Men,1968,171.2399508,170.78287450000002,171.72019440000003,1988,67.41730346456693,67.23735216535434,67.60637574803151
Iraq,IRQ,Men,1968,170.70702519999998,165.81695,175.45866709999999,1988,67.20749023622047,65.28226377952755,69.07821539370079
Ireland,IRL,Men,1968,176.913804,176.0402605,177.8051286,1988,69.65110393700787,69.30718917322834,70.00201913385827
Israel,ISR,Men,1968,174.9194204,173.98687890000002,175.856351,1988,68.86591354330709,68.49877122047245,69.23478385826772
Italy,ITA,Men,1968,175.2666032,174.74789209999997,175.77903380000004,1988,69.00259968503937,68.79838271653543,69.20434401574805
Jamaica,JAM,Men,1968,174.2448196,173.104054,175.38971659999999,1988,68.60032267716535,68.15120236220471,69.05106952755905
Japan,JPN,Men,1968,171.032451,170.76284099999998,171.3065993,1988,67.33561062992126,67.22946496062991,67.44354303149606
Jordan,JOR,Men,1968,171.513164,170.4635658,172.536431,1988,67.52486771653543,67.11164007874015,67.92772874015748
Kazakhstan,KAZ,Men,1968,171.40301330000003,166.4537442,176.2480124,1988,67.48150129921261,65.5329701574803,69.38898125984251
Kenya,KEN,Men,1968,172.1835471,169.3176593,175.05167849999998,1988,67.78879807086614,66.66049578740157,68.91798366141731
Kiribati,KIR,Men,1968,169.86919469999998,168.61228640000002,171.14342549999998,1988,66.87763570866142,66.38278992125984,67.37930137795274
Kuwait,KWT,Men,1968,171.88595569999998,171.0470076,172.72891840000003,1988,67.6716361023622,67.34134157480315,68.00351118110237
Kyrgyzstan,KGZ,Men,1968,170.3687591,168.7839868,172.0099475,1988,67.07431460629921,66.450388503937,67.72045177165354
Lao PDR,LAO,Men,1968,160.3088908,158.88835780000002,161.7532439,1988,63.11373653543307,62.55447157480316,63.68237948818898
Latvia,LVA,Men,1968,179.2306233,177.6857576,180.7963215,1988,70.56323751968503,69.95502267716535,71.17965413385826
Lebanon,LBN,Men,1968,173.8273916,172.2486152,175.3808752,1988,68.43598094488189,67.81441543307086,69.04758866141732
Lesotho,LSO,Men,1968,167.9790428,166.81995980000002,169.16951619999998,1988,66.13348141732284,65.67714952755907,66.60217173228345
Liberia,LBR,Men,1968,165.72801230000002,164.4787468,166.9893126,1988,65.24724893700788,64.75541212598425,65.74382385826772
Libya,LBY,Men,1968,173.28642580000002,171.7554595,174.8300604,1988,68.22300228346457,67.6202596456693,68.83073244094489
Lithuania,LTU,Men,1968,178.2717554,177.3698264,179.1704625,1988,70.18573047244094,69.83064031496063,70.53955216535434
Luxembourg,LUX,Men,1968,177.6014915,175.9942383,179.2392509,1988,69.9218470472441,69.28907019685039,70.56663421259843
Macedonia (TFYR),MKD,Men,1968,177.37564530000003,172.4076789,182.2487615,1988,69.83293122047245,67.87703893700788,71.75148090551181
Madagascar,MDG,Men,1968,165.3972271,162.8526077,167.93185469999997,1988,65.11701854330708,64.11519988188977,66.11490342519684
Malawi,MWI,Men,1968,165.5091764,163.9960719,166.9901882,1988,65.16109307086614,64.56538263779528,65.74416858267716
Malaysia,MYS,Men,1968,166.5184987,165.878466,167.14784219999999,1988,65.55846405511811,65.30648267716535,65.80623708661416
Maldives,MDV,Men,1968,163.7767255,162.2196242,165.329469,1988,64.47902578740157,63.86599377952756,65.09034212598425
Mali,MLI,Men,1968,173.1901683,170.6422565,175.80820469999998,1988,68.18510562992127,67.1819907480315,69.21582862204724
Malta,MLT,Men,1968,170.7903925,168.4910406,173.0219362,1988,67.24031200787401,66.3350553543307,68.11887251968504
Marshall Islands,MHL,Men,1968,165.9135241,164.2778419,167.5211396,1988,65.32028507874016,64.67631570866142,65.95320456692913
Mauritania,MRT,Men,1968,169.03116619999997,166.4607444,171.67267959999998,1988,66.54770322834645,65.53572614173228,67.58766913385826
Mauritius,MUS,Men,1968,169.46578440000002,168.61167609999998,170.31882919999998,1988,66.71881275590552,66.38254964566929,67.05465716535433
Mexico,MEX,Men,1968,166.91985469999997,166.35885349999998,167.4958608,1988,65.71647822834645,65.49561161417321,65.94325228346457
Micronesia (Federated States of),FSM,Men,1968,169.29537309999998,168.0394493,170.5718329,1988,66.65172169291337,66.157263503937,67.15426492125984
Moldova,MDA,Men,1968,173.926663,172.35976430000002,175.54019680000002,1988,68.47506417322835,67.85817492125985,69.1103137007874
Mongolia,MNG,Men,1968,167.96895669999998,167.05487649999998,168.9109744,1988,66.12951051181102,65.76963641732283,66.50038362204724
Montenegro,MNE,Men,1968,177.3358035,172.3864535,182.21350139999998,1988,69.81724547244094,67.86868248031496,71.73759897637794
Morocco,MAR,Men,1968,170.6584646,165.9555594,175.3176006,1988,67.18837188976379,65.33683440944881,69.0226774015748
Mozambique,MOZ,Men,1968,166.63165980000002,165.0396955,168.1921958,1988,65.60301566929135,64.97625807086614,66.21739992125984
Myanmar,MMR,Men,1968,164.1454221,162.95085480000003,165.34452119999997,1988,64.62418192913385,64.1538798425197,65.09626818897637
Namibia,NAM,Men,1968,170.53225,169.1272493,171.98921399999998,1988,67.1386811023622,66.58553122047243,67.71228897637795
Nauru,NRU,Men,1968,168.7169896,167.9092823,169.5184331,1988,66.4240116535433,66.1060166535433,66.73954059055119
Nepal,NPL,Men,1968,162.1582477,161.07815019999998,163.2648861,1988,63.84182980314961,63.41659456692913,64.27751421259843
Netherlands,NLD,Men,1968,182.0356697,181.2279572,182.8574544,1988,71.667586496063,71.34958944881889,71.99112377952756
New Zealand,NZL,Men,1968,177.23340359999997,176.6481896,177.8340797,1988,69.7769305511811,69.54653133858267,70.0134172047244
Nicaragua,NIC,Men,1968,166.8711814,164.2549385,169.4687285,1988,65.69731551181103,64.66729862204724,66.7199718503937
Niger,NER,Men,1968,171.7099363,170.09784009999998,173.29968080000003,1988,67.60233712598425,66.96765358267716,68.22822078740158
Nigeria,NGA,Men,1968,168.46550359999998,167.2385885,169.6569196,1988,66.32500141732282,65.84196397637795,66.79406283464567
Niue,NIU,Men,1968,174.76991730000003,173.1277968,176.3665437,1988,68.80705405511812,68.16054992125984,69.43564712598425
North Korea,PRK,Men,1968,168.7738602,163.4567046,174.17850080000002,1988,66.4464016535433,64.3530333070866,68.57421291338584
Norway,NOR,Men,1968,179.7413213,179.2078884,180.284373,1988,70.76429972440945,70.55428677165354,70.97809960629921
Occupied Palestinian Territory,PSE,Men,1968,172.2571543,171.22799719999998,173.2906168,1988,67.81777728346457,67.41259732283463,68.22465228346456
Oman,OMN,Men,1968,168.0811935,166.4711477,169.6320799,1988,66.17369822834647,65.53982192913385,66.78428342519685
Pakistan,PAK,Men,1968,167.5568934,166.47687380000002,168.61601869999998,1988,65.96728086614173,65.54207629921261,66.38425933070866
Palau,PLW,Men,1968,168.4053521,166.8077576,169.9724247,1988,66.30131972440944,65.67234551181102,66.91827744094488
Panama,PAN,Men,1968,168.1181566,165.72369419999998,170.5251955,1988,66.18825062992126,65.24554889763779,67.13590374015747
Papua New Guinea,PNG,Men,1968,164.3007124,162.8395303,165.7797746,1988,64.68531984251969,64.1100512992126,65.26762779527559
Paraguay,PRY,Men,1968,171.1672554,165.87184319999997,176.2109396,1988,67.38868322834645,65.30387527559054,69.37438566929133
Peru,PER,Men,1968,164.5963629,163.6703776,165.5236059,1988,64.80171767716536,64.43715653543306,65.16677397637795
Philippines,PHL,Men,1968,162.39122890000002,160.8125778,163.98600369999997,1988,63.933554685039375,63.31203850393701,64.56141877952754
Poland,POL,Men,1968,176.03291380000002,175.46275569999997,176.6015155,1988,69.30429677165355,69.07982507874014,69.52815570866142
Portugal,PRT,Men,1968,171.00567619999998,170.5822141,171.4294275,1988,67.32506937007874,67.15835200787402,67.49190059055118
Puerto Rico,PRI,Men,1968,171.6113082,169.3227179,173.9198366,1988,67.56350716535432,66.66248736220471,68.47237661417323
Qatar,QAT,Men,1968,170.6987782,169.5551164,171.84965559999998,1988,67.20424338582677,66.75398283464567,67.65734472440944
Romania,ROU,Men,1968,174.8249686,172.64890309999998,176.96599519999998,1988,68.8287277952756,67.97200909448819,69.6716516535433
Russian Federation,RUS,Men,1968,176.0706864,175.62771819999998,176.5143486,1988,69.31916787401575,69.14477094488188,69.49383803149607
Rwanda,RWA,Men,1968,167.05277859999998,165.955547,168.1885933,1988,65.76881047244093,65.33682952755905,66.21598161417323
Saint Kitts and Nevis,KNA,Men,1968,170.2484354,167.7433764,172.7988654,1988,67.02694307086614,66.04069937007874,68.03104937007875
Saint Lucia,LCA,Men,1968,172.3344848,170.6619688,174.0458996,1988,67.84822236220472,67.189751496063,68.52200771653544
Saint Vincent and the Grenadines,VCT,Men,1968,172.10354180000002,167.16410630000001,176.84795780000002,1988,67.75729992125984,65.81264027559055,69.62518023622047
Samoa,WSM,Men,1968,172.896902,172.14853100000002,173.6476036,1988,68.06964645669292,67.77501220472442,68.36519826771654
Sao Tome and Principe,STP,Men,1968,170.7275689,169.5190259,171.8977983,1988,67.21557830708662,66.73977397637795,67.67629854330708
Saudi Arabia,SAU,Men,1968,168.29486819999997,167.50048669999998,169.0877723,1988,66.25782212598423,65.945073503937,66.5699890944882
Senegal,SEN,Men,1968,175.20822890000002,173.6481898,176.7761711,1988,68.97961767716536,68.36542905511811,69.59691775590551
Serbia,SRB,Men,1968,179.61774730000002,178.83448930000003,180.38296599999998,1988,70.7156485433071,70.40727925196852,71.0169157480315
Seychelles,SYC,Men,1968,173.8576999,173.0138671,174.7458465,1988,68.44791334645669,68.11569570866142,68.79757736220472
Sierra Leone,SLE,Men,1968,167.71537030000002,166.5516649,168.8279558,1988,66.0296733464567,65.57152161417322,66.46769913385828
Singapore,SGP,Men,1968,170.95997780000002,170.1643977,171.76069630000003,1988,67.30707787401576,66.99385736220472,67.62232137795277
Slovakia,SVK,Men,1968,178.58727109999998,177.8225759,179.3624694,1988,70.30994925196849,70.0088881496063,70.61514543307086
Slovenia,SVN,Men,1968,178.23215109999998,175.3762081,181.12116609999998,1988,70.17013822834645,69.04575122047244,71.30754570866141
Solomon Islands,SLB,Men,1968,167.4245872,165.76939950000002,169.0372954,1988,65.91519181102362,65.26354311023623,66.5501162992126
Somalia,SOM,Men,1968,168.6888024,163.8356407,173.6765532,1988,66.41291433070866,64.50222074803149,68.37659574803149
South Africa,ZAF,Men,1968,169.4031139,168.77392350000002,170.0583781,1988,66.69413933070865,66.44642657480316,66.95211736220472
South Korea,KOR,Men,1968,171.8838275,171.41686,172.3490228,1988,67.67079822834646,67.48695275590552,67.85394598425196
Spain,ESP,Men,1968,173.952673,173.268696,174.6143414,1988,68.48530433070866,68.2160220472441,68.7458037007874
Sri Lanka,LKA,Men,1968,164.2985627,162.7787944,165.84506930000003,1988,64.684473503937,64.08613952755906,65.29333437007875
Sudan,SDN,Men,1968,168.71017450000002,163.749494,173.53708369999998,1988,66.4213285433071,64.46830472440945,68.32168649606298
Suriname,SUR,Men,1968,172.0810743,167.26495359999998,176.95816330000002,1988,67.7484544488189,65.85234393700787,69.66856822834646
Swaziland,SWZ,Men,1968,170.29018019999998,169.051356,171.4967335,1988,67.04337803149606,66.55565196850394,67.51839901574803
Sweden,SWE,Men,1968,179.8881645,179.57524850000001,180.2100006,1988,70.82211200787401,70.69891673228346,70.94881913385827
Switzerland,CHE,Men,1968,176.6997416,175.9450972,177.437183,1988,69.56682740157481,69.26972330708661,69.85715866141733
Syrian Arab Republic,SYR,Men,1968,170.7097657,165.9981295,175.50761,1988,67.20856917322834,65.35359429133858,69.09748425196851
Taiwan,TWN,Men,1968,169.8649261,169.0797395,170.645452,1988,66.8759551574803,66.56682657480314,67.18324881889764
Tajikistan,TJK,Men,1968,171.4839612,166.4852629,176.402656,1988,67.51337055118111,65.5453790944882,69.44986456692914
Tanzania,TZA,Men,1968,167.6502358,166.493204,168.8253231,1988,66.00402984251969,65.54850551181102,66.46666263779527
Thailand,THA,Men,1968,165.45215880000003,164.7553704,166.1104355,1988,65.1386451968504,64.86431905511812,65.3978092519685
Timor-Leste,TLS,Men,1968,161.2098115,159.774897,162.6833341,1988,63.46842972440945,62.903502755905514,64.04855673228346
Togo,TGO,Men,1968,170.28574530000003,168.7677197,171.8653747,1988,67.04163200787403,66.44398413385827,67.66353334645669
Tokelau,TKL,Men,1968,174.1294747,172.5487479,175.6964926,1988,68.5549112992126,67.93257791338583,69.17184748031497
Tonga,TON,Men,1968,177.430974,176.3510128,178.5141306,1988,69.85471417322834,69.4295325984252,70.28115377952756
Trinidad and Tobago,TTO,Men,1968,173.5463719,171.8178482,175.29009430000002,1988,68.32534326771653,67.64482212598425,69.01184814960631
Tunisia,TUN,Men,1968,172.0522656,171.1217261,172.941081,1988,67.73711244094488,67.3707583070866,68.08703976377953
Turkey,TUR,Men,1968,172.12175109999998,171.5991844,172.6589862,1988,67.76446893700786,67.55873401574803,67.97597881889763
Turkmenistan,TKM,Men,1968,172.1460405,170.5854994,173.67888330000002,1988,67.77403169291338,67.15964543307086,68.37751311023622
Tuvalu,TUV,Men,1968,169.970077,167.354283,172.57042909999998,1988,66.9173531496063,65.88751299212599,67.94111381889763
Uganda,UGA,Men,1968,169.354164,168.399744,170.31333519999998,1988,66.67486771653543,66.29911181102362,67.05249417322834
Ukraine,UKR,Men,1968,177.2634895,172.31800090000002,182.32853659999998,1988,69.78877539370079,67.84173263779527,71.78288842519684
United Arab Emirates,ARE,Men,1968,170.7095009,165.8631124,175.5033992,1988,67.20846492125985,65.30043795275591,69.0958264566929
United Kingdom,GBR,Men,1968,176.89455269999996,176.5838435,177.2040025,1988,69.64352468503935,69.52119822834645,69.76535531496063
United States of America,USA,Men,1968,177.3670229,176.88983090000002,177.8418524,1988,69.82953657480314,69.64166570866142,70.01647732283465
Uruguay,URY,Men,1968,172.8275271,171.3843023,174.2268535,1988,68.042333503937,67.47413476377953,68.59324940944882
Uzbekistan,UZB,Men,1968,170.7548139,169.6173003,171.8864357,1988,67.22630468503937,66.77846468503937,67.67182507874016
Vanuatu,VUT,Men,1968,168.6455555,167.3147864,170.0249489,1988,66.39588799212598,65.8719631496063,66.93895625984251
Venezuela,VEN,Men,1968,170.11124840000002,168.6383725,171.5391503,1988,66.97293244094489,66.39306003937008,67.53509854330709
Viet Nam,VNM,Men,1968,163.156982,162.5757325,163.7674273,1988,64.23503228346456,64.00619389763779,64.47536507874015
Yemen,YEM,Men,1968,164.53085919999998,162.9416674,166.159219,1988,64.77592881889763,64.15026275590552,65.41701535433072
Zambia,ZMB,Men,1968,169.52711399999998,167.0205638,172.1127609,1988,66.74295826771653,65.75612748031496,67.76092948818898
Zimbabwe,ZWE,Men,1968,171.3467319,169.9102812,172.74526310000002,1988,67.45934326771653,66.89381149606298,68.0099461023622
Afghanistan,AFG,Women,1968,156.47574980000002,154.86972659999998,158.11599980000003,1988,61.60462590551182,60.97233330708661,62.250393622047255
Albania,ALB,Women,1968,161.6698032,160.1736169,163.21312849999998,1988,63.649528818897636,63.060479094488194,64.2571372047244
Algeria,DZA,Women,1968,159.64639240000002,158.4036817,160.8982434,1988,62.852910393700796,62.36365421259842,63.34576511811024
American Samoa,ASM,Women,1968,164.2112305,163.24703380000003,165.1703937,1988,64.65009074803149,64.2704857480315,65.02771405511811
Andorra,AND,Women,1968,161.55646299999998,156.8895971,166.3559182,1988,63.604906692913374,61.76755791338583,65.49445598425197
Angola,AGO,Women,1968,159.28999430000002,154.47340830000002,163.92631550000002,1988,62.71259618110237,60.81630248031497,64.53791948818898
Antigua and Barbuda,ATG,Women,1968,160.79970559999998,156.3409679,165.2297152,1988,63.30697070866141,61.55156216535433,65.05106897637795
Argentina,ARG,Women,1968,159.50220880000003,158.3674245,160.61807380000002,1988,62.796145196850404,62.349379724409445,63.235462125984256
Armenia,ARM,Women,1968,158.38558730000003,157.4586466,159.3024877,1988,62.35653043307087,61.9915931496063,62.717514842519684
Australia,AUS,Women,1968,164.518843,164.009925,165.01575019999999,1988,64.77119803149607,64.57083661417323,64.96683078740156
Austria,AUT,Women,1968,165.2940603,163.72893330000002,166.8247473,1988,65.0764016929134,64.46020996062992,65.67903437007874
Azerbaijan,AZE,Women,1968,158.8915289,157.74100669999999,160.03501519999998,1988,62.55572003937008,62.10275854330708,63.00591149606298
Bahamas,BHS,Women,1968,160.7944052,156.2313339,165.28038830000003,1988,63.30488393700787,61.50839917322835,65.07101901574804
Bahrain,BHR,Women,1968,157.25392769999996,155.663274,158.852142,1988,61.9109951574803,61.28475354330708,62.54021338582677
Bangladesh,BGD,Women,1968,151.51243480000002,150.89370469999997,152.1293155,1988,59.65056488188977,59.406970354330696,59.893431299212594
Barbados,BRB,Women,1968,163.8411935,162.3894742,165.34983530000002,1988,64.50440688976379,63.932863858267716,65.09836035433072
Belarus,BLR,Women,1968,164.88630469999998,160.1184289,169.56759730000002,1988,64.91586799212598,63.03875153543307,66.75889657480316
Belgium,BEL,Women,1968,164.79663280000003,164.1361239,165.4837457,1988,64.8805640944882,64.62052122047244,65.15108098425196
Belize,BLZ,Women,1968,156.5360743,154.7769001,158.2419847,1988,61.628375708661416,60.935787440944885,62.29999397637795
Benin,BEN,Women,1968,160.2769669,159.5722939,160.98564580000001,1988,63.10116807086614,62.82373775590551,63.380175511811025
Bermuda,BMU,Women,1968,160.8005667,156.2037081,165.28495900000001,1988,63.30730972440944,61.49752287401575,65.07281850393701
Bhutan,BTN,Women,1968,154.0482355,152.6576092,155.4516723,1988,60.64891161417323,60.10142094488189,61.20144578740158
Bolivia,BOL,Women,1968,152.1842324,151.42271780000002,152.96237240000002,1988,59.91505212598425,59.615243228346465,60.22140645669292
Bosnia and Herzegovina,BIH,Women,1968,167.1992466,165.61077519999998,168.7778055,1988,65.82647503937008,65.20109259842519,66.44795492125984
Botswana,BWA,Women,1968,162.60207019999999,161.4830128,163.7375495,1988,64.01656307086614,63.57598929133859,64.46360216535433
Brazil,BRA,Women,1968,158.17123,157.6113363,158.717587,1988,62.27213779527559,62.05170720472441,62.48723897637795
Brunei Darussalam,BRN,Women,1968,153.13182609999998,148.59710890000002,157.7544001,1988,60.288120511811016,58.502798779527566,62.10803153543307
Bulgaria,BGR,Women,1968,164.11175759999998,159.6059699,168.6643919,1988,64.61092818897637,62.83699602362204,66.4033038976378
Burkina Faso,BFA,Women,1968,162.6205978,161.8779587,163.36173290000002,1988,64.0238574015748,63.731479803149604,64.31564287401575
Burundi,BDI,Women,1968,156.915945,155.3683631,158.50848330000002,1988,61.7779311023622,61.168646889763785,62.40491468503938
Cabo Verde,CPV,Women,1968,162.37880900000002,160.8099256,163.9556994,1988,63.92866496062993,63.31099433070867,64.5494879527559
Cambodia,KHM,Women,1968,153.4408422,152.69424180000001,154.2046856,1988,60.409780393700785,60.11584322834646,60.71050614173228
Cameroon,CMR,Women,1968,161.376976,160.6311149,162.10182460000001,1988,63.534242519685044,63.240596417322834,63.819615984251975
Canada,CAN,Women,1968,163.0098863,162.20759809999998,163.79419209999998,1988,64.17712059055118,63.86125909448818,64.48590240157479
Central African Republic,CAF,Women,1968,159.6423224,158.2862242,160.9740341,1988,62.85130803149607,62.3174111023622,63.37560397637796
Chad,TCD,Women,1968,163.43080700000002,162.37425349999998,164.5028756,1988,64.34283740157481,63.92687145669291,64.76491165354331
Chile,CHL,Women,1968,156.9865032,156.0751889,157.8736781,1988,61.80570992125983,61.44692476377953,62.154991377952754
China,CHN,Women,1968,157.89234109999998,157.53671699999998,158.260062,1988,62.162339015748024,62.022329527559044,62.30711102362205
China (Hong Kong SAR),HKG,Women,1968,156.9128687,155.42764169999998,158.44774569999998,1988,61.77671996062992,61.19198492125983,62.38100224409448
Colombia,COL,Women,1968,155.4891726,154.85270419999998,156.13230090000002,1988,61.21620968503937,60.96563157480314,61.46940980314961
Comoros,COM,Women,1968,156.5469872,155.6071095,157.46007269999998,1988,61.63267212598425,61.262641535433076,61.9921546062992
Congo,COG,Women,1968,159.28167340000002,158.4861087,160.0704606,1988,62.70932023622048,62.39610578740157,63.01986637795275
Cook Islands,COK,Women,1968,164.38514809999998,162.8205595,165.9690536,1988,64.71856224409449,64.10258248031496,65.34214708661418
Costa Rica,CRI,Women,1968,155.99003390000001,154.81129730000004,157.1729833,1988,61.41339917322835,60.9493296456693,61.87912728346456
Cote d'Ivoire,CIV,Women,1968,160.5270181,159.801221,161.27827340000002,1988,63.199613425196844,62.91386653543307,63.49538322834646
Croatia,HRV,Women,1968,165.4059618,164.07763549999999,166.6723011,1988,65.1204574015748,64.59749429133858,65.61901618110237
Cuba,CUB,Women,1968,159.45043090000001,158.2253363,160.6897628,1988,62.7757601968504,62.29343948818898,63.263686141732286
Cyprus,CYP,Women,1968,161.0507159,157.959098,164.1378089,1988,63.40579366141732,62.18862125984252,64.62118460629921
Czech Republic,CZE,Women,1968,166.3308571,165.6190621,167.0477282,1988,65.48458940944882,65.20435515748032,65.76682212598425
Denmark,DNK,Women,1968,167.71159369999998,166.74839599999999,168.667599,1988,66.02818649606299,65.6489748031496,66.40456653543306
Djibouti,DJI,Women,1968,157.97691269999999,153.4570847,162.4622443,1988,62.19563492125984,60.41617507874015,63.96151350393701
Dominica,DMA,Women,1968,163.8074201,162.2026084,165.33097759999998,1988,64.49111027559056,63.859294645669294,65.09093606299211
Dominican Republic,DOM,Women,1968,157.68403569999998,156.7597294,158.6502266,1988,62.08032901574802,61.71642889763779,62.46071913385826
DR Congo,COD,Women,1968,158.4031788,157.4772196,159.3324757,1988,62.36345622047244,61.99890535433071,62.729321141732285
Ecuador,ECU,Women,1968,152.87471340000002,151.5448619,154.2487075,1988,60.186895039370086,59.663331456692916,60.7278375984252
Egypt,EGY,Women,1968,158.9994708,158.50466469999998,159.4961264,1988,62.598216850393705,62.403411299212586,62.793750551181105
El Salvador,SLV,Women,1968,153.2233098,152.1473434,154.2945566,1988,60.32413771653544,59.9005288976378,60.745888425196846
Equatorial Guinea,GNQ,Women,1968,159.313072,154.4264136,164.1573323,1988,62.72168188976378,60.797800629921255,64.62887098425198
Eritrea,ERI,Women,1968,158.3945658,157.2988135,159.4946177,1988,62.36006527559056,61.92866673228346,62.79315657480315
Estonia,EST,Women,1968,166.978691,166.4330965,167.528878,1988,65.73964212598425,65.52484114173228,65.95625118110236
Ethiopia,ETH,Women,1968,157.2052387,156.3401799,158.0571271,1988,61.89182625984252,61.55125192913386,62.22721539370079
Fiji,FJI,Women,1968,162.64843530000002,161.6950664,163.61429209999997,1988,64.0348170472441,63.65947496062992,64.41507562992125
Finland,FIN,Women,1968,165.96082869999998,165.5553871,166.3574294,1988,65.33890893700786,65.17928625984251,65.4950509448819
France,FRA,Women,1968,163.8221186,162.97155690000002,164.6735868,1988,64.49689708661418,64.16203027559057,64.83212078740158
French Polynesia,PYF,Women,1968,164.39362590000002,162.89577780000002,165.88627549999998,1988,64.72189996062993,64.13219598425198,65.30955728346456
Gabon,GAB,Women,1968,160.16076230000002,159.0858428,161.1983553,1988,63.05541822834646,62.63222157480315,63.46391940944882
Gambia,GMB,Women,1968,162.44035780000002,161.2375168,163.6155478,1988,63.95289677165355,63.479337322834645,64.41557
Georgia,GEO,Women,1968,163.3208147,161.8315932,164.8651855,1988,64.2995333464567,63.71322566929133,64.9075533464567
Germany,DEU,Women,1968,165.97813490000001,165.46544430000003,166.4790898,1988,65.3457224015748,65.14387570866143,65.54294874015748
Ghana,GHA,Women,1968,159.81929169999998,159.1637011,160.4530457,1988,62.92098098425196,62.6628744488189,63.17049043307086
Greece,GRC,Women,1968,162.6459383,161.4553749,163.8598262,1988,64.03383397637796,63.56510822834646,64.51174259842519
Greenland,GRL,Women,1968,159.75835930000002,158.2546971,161.2812116,1988,62.89699185039371,62.30499885826771,63.49654
Grenada,GRD,Women,1968,164.455147,162.9170035,166.04464950000002,1988,64.74612086614174,64.14055255905511,65.37190925196852
Guatemala,GTM,Women,1968,149.2039373,148.32827319999998,150.0672227,1988,58.7417075984252,58.3969579527559,59.08158374015748
Guinea,GIN,Women,1968,160.1304675,159.2544015,160.9900505,1988,63.04349114173229,62.698583267716536,63.38190964566929
Guinea Bissau,GNB,Women,1968,159.4485361,157.8884024,160.99369199999998,1988,62.77501421259843,62.16078834645669,63.383343307086605
Guyana,GUY,Women,1968,158.335397,156.7785493,159.92028159999998,1988,62.336770472440946,61.723838307086616,62.96074078740157
Haiti,HTI,Women,1968,159.4426175,158.6166911,160.2528597,1988,62.77268405511811,62.44751618110236,63.09167704724409
Honduras,HND,Women,1968,153.4009229,152.5217632,154.2712986,1988,60.39406413385827,60.04793826771654,60.73673173228346
Hungary,HUN,Women,1968,162.994216,161.9435228,164.0464266,1988,64.17095118110235,63.75729244094489,64.58520732283463
Iceland,ISL,Women,1968,167.8593434,166.52851230000002,169.1906208,1988,66.08635566929134,65.56240641732283,66.61048062992126
India,IND,Women,1968,152.5127547,152.0479762,152.9778556,1988,60.04439161417322,59.861407952755904,60.22750220472441
Indonesia,IDN,Women,1968,151.36773440000002,150.6395373,152.0897299,1988,59.59359622047245,59.3069044488189,59.877846417322836
Iran,IRN,Women,1968,157.631684,157.15794,158.0973456,1988,62.059718110236226,61.87320472440945,62.2430494488189
Iraq,IRQ,Women,1968,158.4709259,154.0031487,162.9176531,1988,62.39012830708661,60.631160905511805,64.14080830708662
Ireland,IRL,Women,1968,163.4786248,162.65014730000001,164.2652083,1988,64.36166330708662,64.03549106299214,64.6713418503937
Israel,ISR,Women,1968,161.41900280000002,160.4792974,162.39407350000002,1988,63.550788503937014,63.180825748031495,63.93467460629922
Italy,ITA,Women,1968,161.65445219999998,161.1149505,162.18823030000001,1988,63.64348511811023,63.43108287401574,63.85363397637796
Jamaica,JAM,Women,1968,163.37504769999998,162.3365638,164.3993936,1988,64.32088492125983,63.91203299212598,64.72417070866142
Japan,JPN,Women,1968,158.1721154,157.8984885,158.44284319999997,1988,62.27248637795275,62.164759251968505,62.37907212598424
Jordan,JOR,Women,1968,158.57759850000002,157.9629999,159.163231,1988,62.432125393700794,62.19015744094488,62.66268937007874
Kazakhstan,KAZ,Women,1968,160.1893073,159.0671234,161.32124919999998,1988,63.06665641732283,62.62485173228347,63.51230283464566
Kenya,KEN,Women,1968,160.4347072,159.7386181,161.1643851,1988,63.1632705511811,62.88921972440944,63.45054531496063
